0.000000000	9.000000000	8.000000000	7.000000000	6.000000000	5.000000000	4.000000000	3.000000000	2.000000000	1.000000000
-0.000000395	0.000019219	0.000015000	0.000043750	0.000115625	-0.000187500	0.000053125	-0.000406250	-0.000046875	-0.000390625
-0.000000394	0.000011719	0.000011406	-0.000015625	-0.000006250	-0.000289062	0.000040625	-0.000468750	0.000031250	-0.000031250
-0.000000394	0.000007969	0.000013281	0.000137500	0.000012500	-0.000164063	0.000056250	-0.000578125	0.000132813	-0.000156250
-0.000000393	0.000012344	0.000016406	0.000068750	0.000018750	0.000085937	0.000046875	-0.001078125	0.000140625	-0.000156250
-0.000000393	0.000012656	0.000017969	0.000106250	0.000078125	-0.000117187	0.000065625	-0.000750000	0.000195313	-0.000156250
-0.000000393	0.000011719	0.000017656	0.000046875	0.000096875	-0.000101563	0.000040625	-0.000250000	0.000031250	-0.000625000
-0.000000392	0.000000156	0.000007500	0.000053125	-0.000021875	-0.000085937	0.000087500	-0.001000000	0.000054688	-0.000765625
-0.000000392	0.000004219	0.000011875	-0.000021875	-0.000043750	0.000000000	0.000018750	-0.000765625	-0.000046875	-0.000093750
-0.000000391	0.000009063	0.000014219	0.000040625	0.000015625	0.000007813	0.000056250	-0.000609375	-0.000210937	-0.000156250
-0.000000391	0.000009844	0.000010313	0.000081250	0.000043750	-0.000242187	0.000081250	-0.000546875	0.000023438	-0.000281250
-0.000000391	0.000015000	0.000015781	0.000006250	0.000021875	-0.000070313	0.000046875	-0.000515625	-0.000054688	-0.000437500
-0.000000390	0.000021563	0.000027344	0.000012500	0.000012500	-0.000187500	0.000065625	-0.000015625	0.000187500	-0.000046875
-0.000000390	0.000011250	0.000024844	0.000068750	0.000059375	-0.000281250	0.000021875	-0.000718750	0.000242187	-0.000328125
-0.000000389	0.000006250	0.000015938	0.000056250	0.000084375	-0.000140625	-0.000006250	-0.001156250	-0.000164063	-0.000578125
-0.000000389	0.000009219	0.000016406	0.000090625	0.000025000	-0.000195313	0.000003125	-0.001015625	-0.000101563	-0.000765625
-0.000000389	0.000016719	0.000017969	0.000078125	0.000043750	-0.000195313	-0.000012500	-0.000906250	0.000015625	-0.000281250
-0.000000388	0.000016875	0.000009063	0.000034375	0.000078125	-0.000148437	0.000021875	-0.001218750	0.000101563	-0.000265625
